x;y y=5*log(x+1)+0,5
0.1;0.9864851820818494
0.4040816326530612;2.194151948119933
0.7081632653061224;3.1900471676860285
1.0122448979591836;4.026715414617976
1.316326530612245;4.695229626559687
1.620408163265306;5.311967726587187
1.9244897959183673;5.897184439927645
2.2285714285714286;6.375547480697692
2.5326530612244897;6.800856332638986
2.836734693877551;7.2339595244683315
3.140816326530612;7.5951963897494625
3.4448979591836735;7.949469966869762
3.7489795918367346;8.294488106419418
4.053061224489795;8.561705608605916
4.357142857142857;8.857655562954998
4.661224489795917;9.156955298265702
4.965306122448979;9.40954524762618
5.2693877551020405;9.684678462466358
5.573469387755101;9.897048309622207
5.877551020408163;10.11306708718197
6.181632653061223;10.386946706462995
6.485714285714285;10.560466685348684
6.789795918367346;10.765423872296546
7.093877551020407;10.927044626151076
7.397959183673469;11.129055955541986
7.70204081632653;11.320006325499238
8.00612244897959;11.466503219275928
8.310204081632651;11.663069019065219
8.614285714285714;11.804237664178467
8.918367346938775;11.966107753953471
9.222448979591835;12.110896779020132
9.526530612244898;12.306539540373269
9.830612244897958;12.411613014121354
10.134693877551019;12.52917482351401
10.438775510204081;12.701495620250006
10.742857142857142;12.791808892034682
11.046938775510203;12.94823019258018
11.351020408163265;13.029500016540275
11.655102040816326;13.163738565248059
11.959183673469386;13.312960728627708
12.263265306122447;13.439760365548292
12.56734693877551;13.541757092776859
12.87142857142857;13.646843165562064
13.17551020408163;13.751557137084948
13.479591836734693;13.834130552640005
13.783673469387754;13.953220255325263
14.087755102040814;14.060204696842943
14.391836734693877;14.190328878092528
14.695918367346938;14.273875875553278
15.0;14.327682808091652
