x;y y=(x-2)*(x-2)+3
-5.0;12.009934283060225
-4.795918367346939;10.814394230844549
-4.591836734693878;9.730571430070636
-4.387755102040816;8.731835024450108
-4.183673469387755;7.763746753413488
-3.979591836734694;6.914101100927656
-3.7755102040816326;6.1840207411081485
-3.571428571428571;5.484736449685099
-3.36734693877551;4.86024816326006
-3.163265306122449;4.364037373299874
-2.9591836734693877;3.91076496559398
-2.7551020408163263;3.5608644969735757
-2.5510204081632653;3.308462735643732
-2.3469387755102042;3.082100909059364
-2.142857142857143;2.9859098066150453
-1.9387755102040813;2.9925026875659513
-1.7346938775510203;3.0501307162022244
-1.5306122448979593;3.2266098112916386
-1.3265306122448979;3.435400534732808
-1.1224489795918364;3.7418497193927034
-0.9183673469387754;4.199242171546695
-0.7142857142857144;4.648545698480065
-0.5102040816326525;5.2208424424777675
-0.3061224489795915;5.840726194126627
-0.1020408163265305;6.591361408399959
0.1020408163265305;7.420794045296905
0.3061224489795915;8.295180878139183
0.5102040816326534;9.308638491812147
0.7142857142857144;10.355334164977135
0.9183673469387754;11.511034096682602
1.1224489795918373;12.737653497909518
1.3265306122448983;14.102851477892596
1.5306122448979593;15.46495287932865
1.7346938775510203;16.92678414043796
1.9387755102040813;18.530403418025486
2.1428571428571432;20.13884843312303
2.3469387755102042;21.900053989934246
2.5510204081632653;23.672593353040938
2.755102040816327;25.58443169759763
2.959183673469388;27.597439931922718
3.163265306122449;29.674077953007657
3.36734693877551;31.81184052680664
3.571428571428571;34.03850336088284
3.775510204081632;36.35049604353927
3.979591836734695;38.725948094136854
4.183673469387756;41.223420691842115
4.387755102040817;43.794202468229294
4.591836734693878;46.473453981384026
4.795918367346939;49.19137882143485
5.0;51.964739196892744


